FP2-A2 ,F8 -A2 ,T4 -A2 ,T6 -A2 ,F4 -A2 ,C4 -A2 ,P4 -A2 ,O2 -A2 ,FP1-A1 ,F7 -A1 ,T3 -A1 ,T5 -A1 ,F3 -A1 ,C3 -A1 ,P3 -A1 ,O1 -A1 ,FZ -A2 ,CZ -A1 ,PZ -A2 ,BP1-REF,BP2-REF
-2,0,1,-13,6,11,-10,6,-24,3,-29,-15,-18,-13,-10,-38,-3,-22,14,1399,-28
2,4,4,-5,6,15,0,6,-25,3,-27,-13,-19,-14,-10,-38,0,-24,15,1376,-26
0,4,3,-1,2,13,5,5,-21,8,-23,-10,-17,-14,-10,-37,2,-24,10,1193,-21
-5,0,0,-2,-3,7,5,1,-15,16,-19,-8,-13,-14,-9,-35,2,-21,3,879,-14
-12,-3,-4,-4,-10,0,1,-3,-8,24,-15,-6,-8,-13,-8,-34,0,-17,-4,493,-6
-17,-5,-7,-6,-14,-5,-2,-9,0,30,-11,-4,-5,-12,-6,-33,-3,-13,-9,104,0
-15,-2,-7,-4,-16,-6,-3,-12,6,32,-6,-1,-3,-9,-2,-30,-4,-9,-10,-231,7
-9,3,-5,0,-14,-4,0,-14,11,31,-2,1,-2,-6,2,-26,-4,-6,-8,-479,12
-3,8,-3,5,-11,-3,1,-15,15,29,0,3,-1,-3,5,-22,-2,-4,-6,-634,16
0,10,-3,7,-9,-5,1,-16,17,27,2,4,-1,-2,5,-21,0,-1,-6,-709,19
-1,7,-7,3,-8,-11,-4,-19,18,27,0,2,-2,-2,2,-22,1,1,-10,-726,20
-8,0,-14,-4,-9,-19,-13,-23,17,26,-2,0,-3,-5,-2,-25,0,3,-15,-708,20
-16,-8,-21,-14,-12,-27,-22,-28,15,26,-6,-3,-4,-7,-6,-27,-4,5,-21,-671,19
-20,-12,-25,-19,-14,-32,-28,-31,13,24,-9,-5,-4,-7,-5,-27,-6,6,-24,-623,17
-19,-9,-24,-20,-15,-31,-29,-30,11,23,-9,-4,-3,-5,0,-22,-6,7,-24,-572,16
-14,-2,-20,-17,-15,-27,-27,-26,10,21,-7,-3,-1,-1,7,-15,-2,8,-21,-521,15
-7,6,-16,-13,-15,-22,-25,-20,9,20,-5,-2,1,1,14,-9,1,9,-19,-476,14
-1,11,-13,-12,-15,-19,-26,-15,8,21,-2,-2,5,2,17,-8,4,11,-17,-436,14
1,12,-13,-14,-16,-20,-31,-14,8,23,-2,-5,8,2,16,-10,4,14,-16,-402,15
2,10,-15,-18,-17,-22,-37,-15,8,25,-3,-8,10,0,12,-16,2,17,-15,-372,15
2,7,-15,-20,-17,-23,-40,-16,9,25,-4,-9,12,0,7,-22,0,20,-14,-343,14
3,5,-14,-20,-15,-22,-39,-16,11,23,-4,-9,14,0,4,-27,-1,22,-14,-313,11
5,6,-11,-16,-12,-20,-34,-13,14,20,-3,-6,16,1,4,-28,0,21,-13,-282,8
7,7,-7,-12,-9,-17,-26,-9,16,16,-1,-3,16,4,4,-27,2,18,-14,-251,5
7,8,-3,-8,-6,-13,-20,-6,16,11,0,0,14,5,4,-25,4,14,-15,-222,2
7,7,-2,-5,-5,-9,-16,-4,14,7,1,0,9,5,3,-22,4,10,-16,-197,0
6,5,-1,-1,-5,-4,-16,-3,11,4,0,1,2,3,2,-19,2,5,-18,-174,0
7,4,0,2,-5,2,-18,-3,8,3,0,0,-5,0,0,-16,0,2,-20,-151,0
9,4,0,6,-4,9,-22,-4,8,3,-2,0,-11,-2,-1,-14,1,0,-22,-129,1
9,3,0,8,-5,12,-28,-5,10,5,-4,0,-13,-5,-5,-13,3,1,-27,-106,2
4,-1,-5,4,-8,10,-38,-8,14,8,-8,-3,-13,-7,-9,-15,2,3,-34,-83,2
-2,-8,-13,-2,-13,4,-50,-14,17,10,-12,-6,-12,-9,-13,-18,0,5,-42,-61,1
-9,-14,-20,-10,-17,-1,-61,-20,20,11,-16,-8,-12,-9,-15,-20,-4,6,-47,-39,0
-14,-17,-25,-16,-21,-5,-67,-25,21,9,-18,-7,-12,-8,-14,-20,-10,5,-48,-18,-1
-14,-15,-26,-17,-23,-5,-67,-26,20,5,-18,-4,-14,-6,-11,-17,-14,2,-45,3,-1
-10,-9,-22,-14,-22,-1,-62,-25,17,0,-16,1,-16,-2,-5,-13,-16,-1,-38,26,-1
-4,-1,-18,-9,-21,2,-54,-23,14,-3,-13,6,-16,1,0,-8,-15,-3,-31,48,0
-1,2,-15,-5,-21,3,-50,-20,12,-2,-9,9,-14,6,5,-6,-13,-2,-25,69,0
-1,2,-16,-6,-21,0,-49,-18,13,2,-7,9,-10,10,8,-7,-10,2,-22,90,0
-2,0,-17,-10,-21,-5,-52,-18,15,10,-6,7,-3,12,8,-11,-8,10,-19,109,-1
-3,-4,-18,-14,-19,-10,-56,-17,20,18,-6,5,2,14,9,-17,-5,19,-17,128,-3
-2,-5,-16,-15,-16,-10,-57,-16,24,24,-4,4,8,17,10,-23,-3,28,-12,147,-4
1,-2,-12,-11,-11,-6,-54,-14,29,25,-1,5,13,19,13,-26,-2,34,-5,164,-4
5,1,-7,-6,-5,0,-49,-11,32,24,2,8,16,23,16,-27,-3,36,2,178,-2
9,6,-3,0,0,6,-40,-6,35,21,6,11,19,27,22,-24,-3,36,11,190,-1
15,16,3,10,5,18,-24,1,37,20,13,19,24,35,31,-14,0,34,22,203,0
24,31,15,26,14,36,0,16,41,21,23,29,33,45,45,2,12,33,36,219,1
37,50,31,45,24,57,29,36,45,24,34,42,44,55,61,23,31,33,51,238,0
46,65,46,62,33,76,56,54,50,29,45,54,55,64,75,44,52,35,61,259,-1
43,66,51,67,35,82,69,63,54,34,51,62,63,68,82,58,64,37,62,273,-4
24,46,39,53,26,69,60,55,52,33,49,60,60,62,77,60,58,35,50,277,-7
-5,12,15,28,10,44,35,34,43,26,37,49,46,50,62,52,37,27,32,271,-10
-32,-20,-7,5,-7,19,10,10,30,15,23,35,27,36,44,40,12,14,14,261,-12
-47,-39,-20,-6,-20,2,-6,-6,17,3,12,25,9,24,29,31,-6,1,4,254,-12
-49,-43,-22,-5,-25,-1,-9,-13,7,-6,6,20,-2,16,19,26,-14,-10,2,251,-11
-40,-34,-14,4,-24,2,-3,-13,1,-13,4,18,-9,10,13,25,-12,-18,5,252,-10
-30,-23,-5,14,-20,8,1,-10,0,-15,4,19,-10,6,8,23,-4,-20,6,251,-9
-25,-17,0,17,-17,6,0,-8,0,-14,4,18,-8,2,1,17,2,-18,1,244,-10
-27,-21,-4,10,-17,-4,-11,-13,1,-13,2,14,-7,-3,-7,7,5,-15,-8,229,-11
-31,-28,-11,0,-17,-16,-25,-19,3,-14,-1,8,-7,-9,-18,-3,5,-11,-19,209,-13
-32,-30,-15,-6,-16,-25,-34,-24,4,-16,-3,3,-6,-13,-25,-13,6,-8,-27,186,-13
-28,-28,-14,-9,-12,-29,-39,-26,6,-18,-4,1,-5,-14,-30,-19,9,-5,-30,160,-12
-23,-25,-12,-11,-9,-30,-41,-28,7,-21,-4,0,-6,-13,-31,-24,10,-3,-30,128,-10
-19,-21,-12,-13,-8,-31,-43,-32,6,-24,-6,-2,-8,-12,-31,-30,7,-2,-28,91,-6
-16,-17,-12,-14,-7,-30,-43,-34,5,-25,-8,-5,-10,-10,-29,-34,4,0,-25,51,-2
-13,-13,-12,-15,-6,-28,-42,-32,6,-23,-9,-7,-10,-7,-24,-36,4,1,-22,12,0
-14,-12,-14,-18,-7,-27,-43,-29,9,-16,-10,-8,-6,-3,-18,-36,4,7,-22,-24,1
-21,-19,-19,-24,-11,-29,-47,-28,13,-7,-12,-9,-2,0,-13,-35,1,12,-25,-56,2
-31,-30,-27,-31,-17,-32,-52,-29,13,-1,-14,-10,-2,0,-9,-33,-8,15,-31,-82,2
-38,-38,-32,-34,-22,-31,-52,-31,12,0,-15,-9,-4,1,-4,-28,-19,15,-35,-100,2
-39,-39,-29,-28,-25,-22,-43,-29,9,-1,-13,-6,-6,3,2,-18,-28,11,-35,-111,2
-35,-33,-21,-16,-26,-8,-26,-22,7,-4,-7,0,-7,7,11,-6,-32,7,-33,-116,3
-30,-27,-11,-4,-26,3,-9,-14,7,-7,-1,5,-6,10,19,5,-32,2,-31,-118,3
-29,-23,-5,3,-27,10,2,-9,7,-9,3,8,-5,10,24,14,-33,0,-32,-121,3
-31,-25,-4,4,-30,11,8,-8,6,-10,4,9,-5,8,24,20,-37,-4,-35,-125,2
-36,-29,-7,0,-33,7,9,-10,4,-13,1,8,-6,5,20,22,-42,-6,-38,-130,2
-41,-33,-11,-2,-36,2,8,-14,1,-17,-1,7,-8,0,16,23,-47,-9,-41,-133,2
-42,-33,-15,-4,-38,0,9,-18,0,-22,-4,9,-9,-2,12,25,-50,-11,-42,-136,3
-42,-30,-16,-2,-39,-1,11,-20,-1,-26,-5,12,-10,-2,11,27,-51,-13,-42,-136,4
-40,-25,-17,0,-40,-2,12,-21,-1,-29,-4,16,-11,-1,11,29,-50,-15,-43,-134,6
-40,-22,-17,2,-40,-4,10,-22,-1,-30,-2,18,-12,0,10,28,-48,-15,-46,-132,8
-42,-23,-20,-1,-40,-9,2,-24,-1,-30,-1,18,-15,0,6,24,-49,-15,-50,-129,10
-47,-27,-23,-8,-40,-19,-10,-28,-2,-28,-2,15,-17,0,0,16,-53,-13,-55,-126,11
-51,-32,-27,-18,-38,-29,-24,-33,-3,-26,-4,10,-20,-3,-9,5,-58,-10,-58,-122,12
-52,-34,-29,-26,-34,-38,-36,-36,-3,-22,-7,5,-21,-5,-17,-6,-60,-5,-58,-115,12
-47,-33,-28,-32,-28,-43,-44,-36,0,-16,-9,2,-17,-7,-22,-15,-57,0,-56,-105,11
-40,-28,-25,-33,-21,-44,-48,-33,4,-8,-8,1,-9,-5,-23,-21,-47,10,-52,-93,9
-30,-23,-22,-32,-14,-42,-48,-27,11,1,-6,2,0,-2,-20,-24,-35,21,-46,-82,8
-21,-18,-18,-31,-7,-37,-45,-20,17,9,-4,2,9,1,-15,-24,-22,31,-39,-72,8
-12,-14,-16,-28,0,-31,-39,-14,21,15,-1,2,15,6,-11,-22,-13,40,-30,-65,9
-4,-10,-13,-23,4,-23,-31,-8,22,18,0,1,17,10,-6,-18,-8,46,-19,-61,10
2,-5,-9,-17,10,-14,-21,-2,21,16,2,2,15,14,-1,-12,-7,48,-8,-58,10
9,0,-3,-11,15,-3,-10,3,19,12,6,4,11,18,2,-5,-5,47,1,-54,10
15,5,3,-4,20,5,0,10,17,8,10,7,9,20,7,1,-2,45,8,-47,8
17,7,8,0,24,11,4,17,17,6,14,10,8,21,11,6,1,43,11,-38,6
16,4,11,-1,26,12,5,22,16,5,14,9,8,21,12,8,5,41,9,-30,3
11,-1,11,-4,25,11,4,24,14,3,12,6,7,18,11,7,5,38,6,-22,0
8,-6,10,-6,24,10,4,23,9,0,6,1,4,14,8,5,3,34,5,-14,0
8,-6,10,-6,23,12,8,21,3,-4,1,-1,0,11,6,4,0,29,8,-3,0
11,-1,13,0,24,17,17,20,-2,-8,-1,-2,-3,9,6,7,-3,24,15,12,0
16,5,17,5,24,23,28,19,-5,-11,-2,0,-4,10,7,13,-4,19,22,33,0
20,10,21,11,25,25,35,19,-7,-10,-1,1,-2,11,9,19,-3,18,28,57,1
21,11,22,12,24,24,36,19,-7,-5,0,3,0,13,11,23,-1,18,29,82,1
20,10,21,11,23,19,32,19,-7,1,0,4,4,15,11,24,0,19,28,104,1
18,9,20,10,22,15,27,19,-7,7,-1,3,7,14,10,21,1,21,27,121,1
20,12,20,11,22,15,25,22,-9,11,-3,2,7,13,8,18,3,21,29,131,2
26,20,25,17,25,20,28,26,-12,11,-4,1,7,11,6,14,7,20,34,134,4
37,33,32,25,29,27,33,31,-14,9,-3,0,6,9,3,11,12,17,41,131,5
47,45,40,32,33,33,38,36,-14,7,-2,0,6,6,0,8,18,15,46,123,5
54,52,44,34,35,35,39,37,-11,6,-1,-1,7,4,-3,5,23,14,48,109,4
54,52,44,29,35,30,32,35,-7,7,-2,-3,8,0,-7,0,25,16,45,90,2
51,46,39,19,33,22,22,30,-1,9,-3,-6,9,-2,-12,-4,25,19,39,65,0
48,40,34,10,31,16,12,24,3,10,-4,-7,10,-5,-14,-8,24,22,34,35,0
48,38,32,5,32,15,9,22,6,11,-3,-7,10,-4,-12,-8,25,24,33,4,0
53,42,35,8,36,20,13,25,9,10,0,-3,12,-1,-6,-5,29,25,35,-27,2
59,49,41,14,40,29,21,31,11,11,7,0,15,3,1,0,35,25,39,-56,5
65,55,46,20,44,37,29,39,12,13,12,4,18,8,9,3,40,24,42,-83,8
65,55,47,22,45,41,32,45,13,17,15,5,19,12,14,4,43,24,42,-108,8
62,50,44,20,43,39,30,47,14,21,15,2,18,14,14,2,41,23,41,-132,8
57,41,38,15,41,35,25,46,14,24,12,-2,16,14,13,0,37,22,38,-153,7
54,35,34,11,39,32,21,45,15,27,9,-7,14,13,12,-2,33,21,37,-170,7
55,33,34,11,39,33,21,46,17,30,9,-9,14,14,14,-2,33,21,37,-182,8
60,38,38,15,41,36,26,50,19,31,10,-9,16,17,19,1,36,22,39,-183,10
65,44,43,22,43,40,34,54,20,32,12,-6,18,20,24,5,42,23,40,-168,11
69,49,46,28,44,42,40,57,18,29,13,-4,18,20,26,8,47,21,39,-123,12
69,50,45,31,41,40,43,55,11,23,11,-4,13,17,24,7,48,15,36,-35,10
66,47,40,30,37,35,43,49,1,11,6,-7,3,9,16,3,43,6,32,113,5
63,42,34,29,32,29,40,40,-10,-3,0,-12,-8,0,4,-2,36,-5,29,331,-2
61,39,29,27,26,26,38,31,-21,-19,-6,-18,-20,-10,-7,-9,31,-17,29,607,-11
60,37,27,26,22,24,37,26,-27,-33,-10,-22,-29,-19,-18,-16,30,-27,30,909,-20
59,36,27,24,19,21,34,22,-30,-42,-14,-26,-34,-26,-27,-20,33,-34,30,1183,-28
56,33,26,21,16,16,30,19,-29,-46,-17,-29,-35,-31,-35,-24,38,-38,27,1366,-33
52,27,24,15,12,8,24,15,-26,-45,-21,-30,-35,-34,-40,-25,41,-40,22,1409,-33
46,20,19,10,7,0,16,8,-23,-43,-24,-29,-35,-36,-43,-24,40,-39,15,1289,-28
41,14,15,6,2,-9,10,0,-21,-40,-25,-26,-36,-34,-43,-19,34,-37,7,1023,-20
37,11,12,5,-3,-15,6,-8,-19,-38,-24,-21,-36,-30,-39,-11,26,-33,0,659,-10
33,10,10,6,-8,-17,4,-14,-17,-36,-20,-14,-35,-24,-33,-1,19,-29,-4,263,0
28,10,9,7,-12,-18,2,-18,-15,-33,-14,-8,-32,-19,-27,6,12,-24,-11,-99,9
21,6,6,6,-17,-20,0,-19,-13,-31,-9,-5,-29,-15,-24,12,6,-21,-18,-388,15
11,1,2,3,-22,-23,-4,-19,-13,-29,-6,-3,-27,-13,-22,14,0,-20,-26,-586,19
1,-4,-1,0,-27,-26,-7,-17,-14,-28,-3,-2,-26,-12,-20,15,-5,-21,-33,-698,21
-8,-11,-6,-4,-31,-28,-10,-15,-17,-27,-2,-2,-26,-13,-21,14,-13,-23,-40,-743,24
-17,-18,-11,-8,-35,-29,-11,-15,-23,-28,-4,-2,-29,-15,-22,11,-23,-26,-45,-747,26
-23,-22,-14,-8,-37,-28,-9,-17,-31,-31,-6,-2,-34,-17,-24,9,-34,-31,-46,-726,28
-25,-22,-13,-5,-36,-24,-3,-18,-38,-34,-9,-2,-38,-19,-24,8,-43,-36,-44,-692,28
-26,-20,-10,-1,-35,-20,3,-17,-43,-37,-11,-1,-40,-20,-24,8,-48,-40,-41,-652,26
-28,-20,-7,1,-33,-17,7,-15,-45,-38,-12,-1,-41,-20,-24,8,-49,-42,-39,-611,23
-29,-22,-5,1,-32,-17,10,-15,-44,-38,-12,0,-40,-19,-22,10,-49,-41,-37,-571,18
-30,-24,-5,0,-31,-18,11,-15,-42,-36,-10,2,-38,-17,-18,13,-48,-39,-35,-534,14
-29,-27,-6,0,-31,-19,11,-15,-38,-34,-7,6,-35,-13,-13,17,-45,-36,-32,-501,11
-26,-28,-7,1,-30,-17,13,-15,-34,-30,-2,10,-31,-8,-6,22,-42,-32,-28,-470,10
-22,-27,-8,4,-28,-14,16,-15,-30,-26,2,14,-25,-3,0,26,-38,-28,-22,-441,9
-16,-25,-9,7,-25,-10,21,-14,-25,-22,7,18,-19,1,7,29,-33,-22,-17,-411,8
-13,-24,-11,9,-23,-8,22,-13,-20,-16,11,20,-13,4,11,30,-27,-16,-13,-381,7
-14,-28,-15,4,-22,-11,17,-14,-15,-11,12,20,-9,4,12,28,-25,-10,-14,-352,6
-18,-35,-21,-4,-24,-18,8,-18,-11,-7,12,19,-8,3,10,24,-28,-5,-19,-323,5
-22,-40,-25,-13,-25,-25,0,-22,-7,-5,11,19,-8,2,7,22,-31,-1,-24,-294,5
-21,-39,-23,-17,-26,-28,-3,-22,-3,-4,11,21,-8,2,6,22,-31,0,-28,-264,5
-15,-32,-16,-16,-23,-26,0,-17,3,-1,15,26,-3,5,7,26,-25,1,-29,-234,5
-9,-23,-6,-12,-19,-22,5,-9,11,3,19,31,3,9,9,32,-15,2,-28,-204,5
-4,-16,1,-9,-14,-19,9,-1,18,9,23,36,9,11,10,38,-7,4,-27,-177,4
-4,-13,5,-9,-10,-19,11,4,22,13,24,38,13,12,9,41,-3,4,-24,-153,2
-6,-14,6,-11,-8,-20,10,5,24,16,23,36,13,12,6,42,-4,4,-21,-133,0
-8,-15,4,-12,-8,-20,8,5,22,15,21,34,11,11,3,42,-8,3,-17,-115,-3
-8,-15,1,-11,-8,-18,7,5,20,14,19,32,9,12,3,42,-13,2,-13,-98,-4
-7,-13,0,-9,-8,-14,7,6,17,12,18,31,9,13,5,43,-14,2,-9,-79,-5
-6,-12,0,-7,-7,-9,6,9,16,12,18,31,10,14,9,44,-13,3,-8,-58,-3
-6,-11,-1,-6,-7,-7,5,12,15,12,18,31,13,16,13,44,-12,3,-7,-37,-1
-9,-12,-1,-8,-6,-5,3,15,12,11,16,30,14,16,15,43,-12,2,-8,-17,1
-13,-14,-3,-11,-5,-6,0,15,8,8,12,29,11,15,15,40,-16,0,-9,0,3
-17,-18,-5,-15,-6,-6,-2,12,0,3,6,26,5,12,14,37,-24,-5,-8,15,5
-21,-20,-7,-17,-9,-6,-2,8,-7,-5,1,24,-1,9,13,34,-34,-12,-6,29,5
-24,-21,-7,-17,-12,-5,0,4,-14,-14,-1,22,-7,7,11,34,-40,-20,-3,43,4
-27,-20,-6,-16,-16,-3,4,1,-19,-22,-1,21,-10,5,11,34,-42,-26,-1,60,1
-31,-20,-5,-16,-21,-3,7,0,-20,-26,1,21,-10,3,12,35,-41,-29,-1,79,-1
-35,-20,-3,-17,-26,-5,10,1,-20,-27,5,21,-7,3,12,35,-37,-31,-2,98,-6
-38,-21,-2,-17,-29,-6,12,1,-19,-26,9,21,-5,3,13,34,-32,-31,-3,117,-9
-37,-19,0,-14,-31,-5,16,3,-21,-25,11,22,-3,3,15,35,-29,-31,-1,132,-12
-30,-12,5,-6,-29,1,24,5,-24,-25,12,25,-3,4,17,36,-25,-31,5,145,-13
-20,-3,12,5,-25,11,34,8,-28,-27,13,29,-2,5,19,38,-19,-31,13,155,-13
-11,5,19,16,-22,20,43,11,-31,-29,13,32,-2,5,19,39,-13,-32,20,162,-13
-6,9,21,23,-20,24,46,11,-33,-30,11,31,-3,2,15,36,-8,-31,23,167,-12
-8,6,19,24,-21,21,42,10,-34,-30,7,27,-5,-2,7,28,-5,-31,20,170,-14
-12,0,13,20,-22,14,33,7,-33,-29,2,21,-8,-8,-3,16,-4,-30,15,173,-17
-17,-9,7,14,-22,5,22,2,-33,-29,-3,14,-11,-15,-15,3,-3,-29,10,175,-20
-18,-12,3,11,-20,0,15,0,-33,-29,-7,9,-14,-20,-25,-6,0,-27,9,177,-23
-12,-8,5,12,-15,0,15,0,-32,-30,-7,7,-14,-21,-30,-12,5,-25,13,178,-24
-1,0,11,16,-7,4,19,4,-30,-31,-5,6,-12,-19,-32,-14,15,-21,20,177,-24
8,9,17,20,0,11,23,10,-26,-28,-1,7,-7,-15,-31,-15,26,-16,27,172,-22
15,14,22,21,7,15,24,15,-22,-23,0,5,-1,-12,-31,-18,35,-9,32,163,-20
18,14,23,18,12,16,19,19,-18,-15,1,3,3,-11,-31,-23,40,-1,34,149,-18
18,10,21,13,17,14,11,21,-15,-6,0,0,8,-10,-31,-27,41,6,35,130,-17
19,6,20,8,22,12,4,22,-12,1,-2,-1,12,-8,-30,-29,41,12,35,107,-16
21,7,22,8,27,14,1,25,-10,7,-2,0,16,-5,-24,-26,42,16,36,83,-16
26,12,27,12,33,19,3,30,-7,10,0,3,20,0,-14,-18,46,18,39,57,-15
31,19,32,18,38,25,9,37,-5,11,3,8,25,6,-2,-6,51,19,42,29,-15
33,25,36,24,40,29,16,42,-3,11,7,13,28,10,8,4,54,17,42,0,-16
30,25,36,27,40,30,22,43,-4,9,9,15,27,12,14,13,52,13,40,-31,-16
22,20,32,27,36,26,24,39,-7,7,8,16,23,11,17,19,44,8,35,-61,-15
12,14,27,25,31,22,26,31,-12,4,6,15,17,9,17,23,30,2,30,-90,-11
3,9,23,25,25,19,30,23,-17,2,4,15,11,6,17,28,16,-4,25,-115,-6
-2,8,24,28,20,19,36,19,-22,0,2,16,6,3,17,34,6,-9,22,-134,0
-6,10,27,32,17,22,43,18,-23,0,2,17,3,1,19,41,0,-14,19,-149,4
-8,13,30,35,14,24,48,20,-23,0,3,19,1,0,21,47,-1,-16,17,-159,8
-9,13,32,35,11,24,50,21,-22,0,3,20,0,0,20,51,-1,-17,14,-166,9
-11,11,31,31,8,21,47,19,-22,0,3,21,-1,0,18,52,-4,-17,11,-171,9
-13,7,28,25,3,15,41,13,-21,2,4,22,-3,0,16,50,-9,-15,8,-174,8
-13,5,23,20,0,8,34,6,-20,3,5,24,-5,0,13,46,-15,-12,7,-176,8
-11,5,20,16,-4,3,28,1,-18,5,6,27,-5,-1,9,42,-19,-8,8,-174,10
-8,8,18,15,-6,0,25,0,-15,6,7,29,-4,-3,5,37,-19,-4,9,-170,13
-5,10,17,12,-6,-2,22,1,-11,7,7,29,-2,-5,0,32,-15,0,8,-162,15
-5,11,16,9,-6,-6,17,4,-5,8,6,28,0,-8,-5,24,-9,3,6,-153,15
-6,10,14,5,-4,-9,12,6,-1,9,5,25,1,-11,-12,16,-5,6,4,-143,14
-7,10,14,2,-1,-11,9,8,2,9,3,23,2,-13,-16,9,-3,8,4,-133,13
-5,11,16,3,3,-8,10,9,4,9,2,22,3,-11,-17,5,-2,10,8,-123,11
0,16,21,7,9,-2,15,10,4,9,3,24,5,-6,-13,5,-3,12,15,-113,10
5,21,27,13,15,6,22,13,4,9,5,27,9,0,-6,9,-2,15,24,-103,10
11,26,32,18,19,14,29,17,4,11,9,29,15,9,1,15,0,19,34,-94,11
14,27,35,20,21,20,33,21,3,15,12,30,22,17,9,22,4,23,41,-87,12
11,21,32,17,20,20,32,22,3,19,14,29,27,22,14,27,6,28,45,-83,14
6,13,25,10,16,16,27,19,2,21,12,26,28,24,16,30,5,31,48,-81,17
4,7,19,7,13,14,24,15,0,20,9,24,26,25,16,31,3,31,51,-79,20
6,8,17,8,13,16,25,13,-2,17,6,24,23,24,17,32,3,31,56,-76,22
12,12,18,12,14,20,28,13,-2,14,3,23,20,22,18,33,6,29,60,-71,24
19,16,19,17,15,23,29,14,-1,11,0,22,17,17,16,31,10,28,63,-65,22
22,17,19,18,15,24,27,14,0,9,-2,19,14,10,11,27,14,26,63,-56,19
19,12,15,14,13,20,19,12,3,6,-5,15,11,2,4,21,15,24,58,-46,13
12,2,7,5,9,10,6,6,5,3,-9,10,7,-5,-4,12,13,21,51,-35,8
5,-6,0,-3,5,0,-5,0,6,-1,-12,6,3,-12,-13,4,10,19,44,-23,3
3,-9,-4,-8,3,-6,-12,-4,6,-4,-12,5,2,-15,-18,0,9,16,40,-10,1
9,-3,-2,-6,5,-7,-11,-4,7,-6,-8,7,4,-14,-19,-1,15,16,40,6,3
20,8,2,-1,10,-4,-7,0,10,-4,-1,11,10,-11,-17,-1,23,19,42,24,5
29,18,7,2,16,-2,-5,5,13,0,4,14,16,-10,-16,-2,31,23,43,43,7
34,24,8,2,22,-3,-6,7,14,5,6,13,20,-11,-17,-5,35,27,42,61,9
35,24,7,0,27,-6,-11,7,14,9,5,11,19,-13,-19,-9,32,30,38,78,10
33,22,5,-3,31,-8,-17,6,11,13,1,7,16,-15,-22,-13,27,32,35,94,10
31,20,5,-6,34,-8,-20,6,8,15,-1,5,12,-15,-22,-13,20,32,32,107,11
30,20,8,-5,38,-4,-19,9,5,17,-2,5,9,-11,-19,-8,15,32,31,120,11
30,21,14,-3,41,1,-15,14,3,18,-1,8,9,-5,-12,0,12,30,31,129,11
30,22,20,0,41,9,-8,20,2,18,2,12,10,1,-4,10,11,26,32,135,11
28,22,25,3,40,15,-1,24,0,15,7,15,9,6,4,20,10,20,34,136,9
24,19,27,3,36,18,2,24,-4,9,9,18,7,9,9,27,7,12,34,132,8
18,12,24,1,30,16,3,18,-10,1,10,18,1,8,10,31,0,3,32,121,6
11,6,18,0,23,13,3,9,-17,-6,9,17,-6,5,9,33,-9,-4,29,104,6
5,1,14,0,16,10,3,1,-22,-14,8,17,-13,3,7,33,-15,-11,25,82,6
2,0,11,0,12,9,5,-3,-25,-19,7,18,-16,1,5,31,-16,-16,20,56,7
0,0,10,2,9,8,6,-4,-25,-20,7,19,-15,0,3,28,-12,-18,14,24,7
-1,-1,10,3,8,8,7,-1,-24,-20,6,19,-13,-2,0,24,-6,-19,8,-9,6
-2,-3,10,4,8,7,8,2,-23,-20,6,19,-12,-5,-2,19,-2,-20,3,-46,5
-3,-4,10,6,8,7,10,5,-24,-22,6,19,-12,-8,-5,14,0,-22,0,-80,4
-2,-3,11,8,8,8,13,7,-26,-27,7,21,-13,-9,-6,12,0,-23,0,-111,3
0,0,12,10,9,9,16,7,-27,-34,10,26,-14,-8,-5,12,-1,-23,2,-134,3
2,3,13,12,8,10,17,6,-25,-39,15,31,-13,-6,-2,13,-1,-22,5,-149,3
5,6,14,11,8,10,16,4,-21,-42,20,36,-10,-3,0,14,3,-17,6,-158,2
6,5,13,6,7,6,9,2,-14,-40,24,38,-4,0,1,13,9,-9,6,-162,0
5,1,10,0,5,0,0,0,-6,-34,26,39,2,3,1,11,15,1,5,-159,-1
4,-3,5,-8,4,-7,-9,-3,0,-27,26,37,9,8,0,8,20,12,4,-141,-3
4,-7,1,-14,5,-12,-15,-6,2,-20,25,35,13,13,-2,5,21,21,5,-96,-5
6,-7,0,-15,8,-11,-15,-8,1,-17,23,31,15,19,-3,5,22,26,11,-6,-8
9,-4,0,-13,12,-6,-11,-7,-1,-18,21,28,14,25,-4,6,21,26,18,146,-12
11,-3,0,-10,15,0,-4,-5,-7,-21,17,24,10,28,-6,8,20,22,25,368,-16
9,-5,0,-9,16,5,0,-2,-13,-23,11,19,5,29,-9,9,18,16,29,650,-22
2,-14,-2,-10,14,7,1,0,-19,-24,4,13,-1,26,-14,9,15,9,29,953,-27
-7,-26,-7,-14,9,5,0,0,-25,-22,-3,7,-8,22,-18,9,10,2,26,1222,-30
-18,-39,-12,-17,1,3,0,-1,-29,-18,-9,4,-14,20,-19,11,3,-3,21,1394,-31
-23,-45,-12,-13,-4,4,4,-1,-31,-13,-10,6,-17,21,-15,17,-2,-7,18,1422,-29
-21,-43,-7,-5,-9,9,14,0,-29,-6,-6,13,-15,27,-5,29,-5,-7,16,1286,-22
-16,-35,0,5,-12,17,26,0,-23,1,1,23,-8,35,7,42,-6,-4,14,1007,-13
-8,-24,10,17,-13,24,37,3,-14,9,12,34,1,45,21,57,-4,1,11,635,-2
